,ANO_PROCEDIMENTO,ID_ARQUIVO,ID_LICITACAO,NOME_ARQUIVO
1243,2023,716287,760988,COB.05-06.pdf
1244,2023,716289,760988,COB.06-06.pdf
1245,2023,716290,760988,ELE 01-06.pdf
1246,2023,716291,760988,ELE 02-06.pdf
1247,2023,716292,760988,ELE 03-06.pdf
1248,2023,716293,760988,ELE 04-06.pdf
1249,2023,716294,760988,ELE 05-06.pdf
1250,2023,716295,760988,ELE 06-06.pdf
1251,2023,716296,760988,ESTRUTURAL- BLOCO1- 01-12.pdf
1252,2023,716297,760988,ESTRUTURAL- BLOCO1- 02-12.pdf
1253,2023,716298,760988,ESTRUTURAL- BLOCO1- 03-12.pdf
1254,2023,716299,760988,ESTRUTURAL- BLOCO1- 04-12.pdf
1255,2023,716300,760988,ESTRUTURAL- BLOCO1- 05-12.pdf
1256,2023,716301,760988,ESTRUTURAL- BLOCO1- 06-12.pdf
1257,2023,716302,760988,ESTRUTURAL- BLOCO1- 07-12.pdf
1258,2023,716303,760988,ESTRUTURAL- BLOCO1- 08-12.pdf
1259,2023,716304,760988,ESTRUTURAL- BLOCO1- 09-12.pdf
1260,2023,716305,760988,ESTRUTURAL- BLOCO1- 10-12.pdf
1261,2023,716306,760988,ESTRUTURAL- BLOCO1- 11-12.pdf
1262,2023,716307,760988,ESTRUTURAL- BLOCO1- 12-12.pdf
1263,2023,716309,760988,ESTRUTURAL- BLOCO2- 01-12.pdf
1264,2023,716310,760988,ESTRUTURAL- BLOCO2- 02-12.pdf
1265,2023,716311,760988,ESTRUTURAL- BLOCO2- 03-12.pdf
1266,2023,716312,760988,ESTRUTURAL- BLOCO2- 04-12.pdf
1267,2023,716313,760988,ESTRUTURAL- BLOCO2- 05-12.pdf
1268,2023,716314,760988,ESTRUTURAL- BLOCO2- 06-12.pdf
1269,2023,716315,760988,ESTRUTURAL- BLOCO2- 07-12.pdf
1270,2023,716316,760988,ESTRUTURAL- BLOCO2- 08-12.pdf
1271,2023,716318,760988,ESTRUTURAL- BLOCO2- 09-12.pdf
1272,2023,716319,760988,ESTRUTURAL- BLOCO2- 10-12.pdf
1273,2023,732960,761140,ATA DO SISTEMA.pdf
1274,2023,732979,782189,EDITAL PE SRP 007.2023 - MAT HOSPITALAR.pdf
1276,2023,732989,781946,EDITAL PE 03-2023-atual.pdf
1277,2023,733002,782196,EDITAL PEMB 017_2023 - MATERIAIS  - informar.pdf
1278,2023,733021,782203,EDITAL - PEÇAS PARA OS VEÍCULOS -2023.pdf
1279,2023,733022,782203,TERMO DE REFERÊNCIA - PEÇAS -2023.pdf
1280,2023,733023,782203,LOTE - I - MICROÔNIBUS .pdf
1281,2023,733024,782203,LOTE - II - STRADA AMBULÂNCIA  .pdf
1282,2023,733025,782203,LOTE - III - S 10 AMBULÂNCIA  .pdf
1283,2023,733026,782203,LOTE - IV - ÔNIBUS 2010  .pdf
1284,2023,733028,782203,LOTE - V - ÔNIBUS 2013  .pdf
1285,2023,733029,782203,LOTE - VI - FIAT STRADA   .pdf
1286,2023,733030,782203,LOTE - VII - KWID 2022.pdf
1287,2023,733032,782203,LOTE - VIII CAMINHÃO CAÇAMBA    .pdf
1288,2023,733033,782203,LOTE - IX CAMINHÃO PIPA .pdf
1292,2023,733058,782214,EDITAL CC 001 2023.pdf
1293,2023,733082,782221,EDITAL PE 011 2023 - FRUTAS E VERDURAS.pdf
1302,2023,733125,782228,EDITAL PREGAO ELETRONICO OK.pdf
1303,2023,733141,771825,PE 016.2023 - sev pneus AtaTotal.pdf
1304,2023,733160,782239,Edital - PE 002.2023.pdf
1305,2023,733192,782246,EDITAL PDF.pdf
1311,2023,733200,771882,LICITANET - ATA DE REALIZAÇÃO DO PREGÃO ELETRÔNICO.pdf
1314,2023,733208,761347,CD DO LICITANTE (2).zip
1315,2023,733219,782253,Edital - PE-007-23-PMRGPI.pdf
1317,2023,733266,782264,EDITAL.pdf
1318,2023,733267,782264,TERMO DE REFERE^NCIA.pdf
1319,2023,733268,760947,doc02911020230310082214.pdf
1321,2023,733274,761515,Ata Final PE 010 2023.pdf
1322,2023,733276,761515,Termo de Homologacao PE 010 2023.pdf
1323,2023,733277,761515,Termo de Homologacao PE 010 2023 - Publicação no D.O.P.P..pdf
1324,2023,733278,761515,Termo de Adjudicação PE 010 2023.pdf
1325,2023,733279,761515,Termo de Adjudicação PE 010 2023 - Publicação no D.O.P.P..pdf
1326,2023,733281,761515,Extrato de Contrato PE 010 2023.pdf
1327,2023,733282,761515,Extrato de Contrato PE 010 2023 - Publicação no D.O.P.P..pdf
1328,2023,733300,761265,doc02912020230310093143.pdf
1329,2023,733306,781946,EDITAL PE 03-2023-atualizado.pdf
1330,2023,733310,782271,Pregão eletronico 09 - Material grafico.pdf
1331,2023,733327,761790,66261_Ata.pdf
1332,2023,733338,782278,EDITAL 008 2023 - MAT. ESPORTIVO.pdf
1333,2023,733347,771911,66546_Ata.pdf
1334,2023,733383,782289,PREGÃO ELETRÔNICO  Nº 008 carros.pdf
1335,2023,733387,782296,EDITAL PE 003_2023 AQUISIÇÃO DE MERENDA ESCOLAR E OUTROS.pdf
1336,2023,733388,782296,TERMO DE REFERENCIA PE 003_2023 PMVB.pdf
1338,2023,733390,782296,Prefeitura Municipal de Várzea Branca - O DIA - 09-03-2023.pdf
1339,2023,733408,782303,Edital TP 002.2023 - Reforma Quadra Beira Rio.pdf
1341,2023,733434,782314,"EDITAL PE 011-2023 PNEUS, BATERIAS, CAMARAS DE AR.pdf"
1342,2023,733452,782321,Edital TP 01-2023 - TCE.pdf
1343,2023,733463,782003,10 EDITAL MAT DE CONSTRUÇÃO_ _ OK.pdf
1344,2023,733488,782328,Edital de Licitação - PMI - PE 009 2023 - Locação Veículo.pdf
1345,2023,733539,782339,EDITAL MAT IRRIGACAO.pdf
1346,2023,733542,782339,TR MAT IRRIGACAO.pdf
1348,2023,733568,782346,EDITAL PP 18 23 moveis.pdf
1350,2023,733584,782353,Prega~o Presencial nº 009-2023 -  Edital .pdf
1351,2023,733628,782371,DISPENSA ELETRO^NICA Nº 005-2023.pdf
1352,2023,733636,771875,Ata de Realização do Pregão Eletrônico 006_2023.pdf
1353,2023,733641,782378,EDITAL PE020.2023 - AQUISIÇÃO DE COMBUSTÍVEIS.pdf
1356,2023,733745,750494,ARP Nº 16.2023 - PE Nº 005.2023.pdf
1357,2023,733746,750494,PUB. DOM - PE Nº 005.2023.pdf
1358,2023,733747,750494,TERMO_DE_ADJUDICACAO_PE_05.2309022023.pdf
1359,2023,733748,750494,ATA SESSÃO PÚBLICA - PE Nº 005.2023.pdf
1360,2023,733759,782403,SEI_TJPI - 4080724 - Edital de Licitação.pdf
1361,2023,733760,782403,SEI_TJPI - 3956747 - Termo de Referência da STIC.pdf
1363,2023,733813,782414,Edital PE 016 - 2023 FISIOTERAPIA.pdf
1367,2023,733854,761415,ata de sessão-adjudicação PE 003-2023.pdf
1368,2023,730255,771907,EDITAL PREGAO 001 2023 TRANSPORTE ESCOLAR.pdf
1370,2023,730362,771921,EDITAL .pdf
1372,2023,730360,771922,EDITAL C. 004-2023 - Processo 00016.000196 2023-68 - JAICOS.pdf
1373,2023,730365,771922,drive-download-20230223T160448Z-001.zip
1374,2023,730371,761461,CamScanner 02-23-2023 11.37.pdf
1375,2023,730411,750530,ata assinada.pdf
1376,2023,730412,771872,EDITAL LOCAÇÃO DO LABORATÓRIO - RETIFICADO.pdf
1377,2023,730460,760907,ATA de Sessão Pública PP 001-2023 - Aluguel de Veículo.pdf
1378,2023,730461,760907,Documentos de Habilitação PP 001-2023 - Aluguel de Veículo.pdf
1379,2023,730459,760907,Termo de Adjudicação PP 001-2023 - Aluguel de Veículo.pdf
1380,2023,730462,760907,Termo de Homologação PP 001-2023 - Aluguel de Veículo.pdf
1381,2023,730468,771940,Edital PE 006-2023.pdf
1382,2023,730469,771940,Termo de Referência.pdf
1383,2023,730463,760876,ATA de Sessão Pública PE 010-2023 - Materiais de Construção.pdf
1384,2023,730464,760876,Histórico da Sessão PE 010-2023 - Materiais de Construção.pdf
1385,2023,730465,760876,"Relatório de Classificação, Disputa e de Vencedores PE 010-2023.pdf"
1386,2023,730466,760876,Documentos de Habilitação PE 010-2023 - Materiais de Construção.pdf
1387,2023,730467,760876,Termo de Adjudicação PE 010-2023 - Materiais de Construção.pdf
1388,2023,730470,760876,Termo de Homologação PE 010-2023 - Materiais de Construção.pdf
1389,2023,730539,771954,EDITAL.pdf
1391,2023,715745,760725,Edital de Licitação - PE 08 - Xerox.pdf
1392,2023,715748,760993,Edital_PE04.pdf
1394,2023,715753,760726,Edital de Licitação - PE 09 - Permanente.pdf
1395,2023,715798,761008,"corrig.-Edital-Pregão Eletrônico nº 005-2022-Fornec. de brinds. brinquedos, cama mesa  e banho-PMBJ.pdf"
1396,2023,715799,761008,"T. de Ref.-Pregão Eletrônico nº 005-2023-Fornec. de brinds. brinquedos, cama mesa  e banho-PMBJ  .pdf"
1397,2023,715849,761025,EDITAL.pdf
1399,2023,715854,761026,Edital_-_PP_001-2023_2.0-_BANCOS_assinado.pdf
1401,2023,715881,760857,PED.ESCLARECIMENTO.pdf
1402,2023,715918,761040,ChP 001 - Agricultura familiar.pdf
1403,2023,715919,761040,ChP 001 - Agricultura familiar.pdf
1404,2023,715921,761040,Presencial.pdf
1405,2023,715924,761043,PE 002.2023- Transporte.pdf
1406,2023,715982,761057,10 - EDITAL - COZINHA TC_ _ OK.pdf
1407,2023,716045,761075,EDITAL  PE006.2023 -ALIMENTÍCIOS LIMPEZA GABINETE.pdf
1408,2023,716048,760808,ADIAMENTO_MEDICAMENTOS-2.pdf
1409,2023,716049,761076,08- Edital manutençao de poços.pdf
1410,2023,716086,761090,Edital  Pregão Eletrônico 005 - 2023  -  Aquisição de Combustíveis.pdf
1411,2023,716108,761093,Edital de Licitação - PE 13 - Pecas Leve.pdf
1412,2023,716110,761094,Edital PE 008 - 2023 MAT CONSTRUÇÃO.pdf
1413,2023,716119,750462,ATA  - PREGÃO 001-2023.pdf
1418,2023,716142,760940,06- EDITAL_PE_005_2023_PMMH.pdf
1419,2023,716159,761107,Prega~o Eletro^nico nº 009-2023  - Edital.pdf
1421,2023,716178,761058,10 EDITAL CONTROLADOS_ _ OK.pdf
1422,2023,716411,760840,5. EDITAL MERENDA.pdf
1423,2023,716412,760840,5. EDITAL MERENDA ESCOLAR.pdf
1424,2023,716415,761125,003-2023 EDITAL PE.pdf
1426,2023,716435,761126,06. EDITAL.pdf
1427,2023,716436,761126,06. EDITAL.pdf
1428,2023,716521,761143,TP 001.2023 - Construção de Escola 12 sala.pdf
1429,2023,716522,761144,EDITAL PE009.2023 - MATERIAL DE EXPEDIENTE ASSIST SOCIAL.pdf
1430,2023,716523,761143,DOCUME.zip
1431,2023,716524,761143,1.zip
1432,2023,716525,761143,2.zip
1438,2023,716565,761157,corrig.-Edital-Pregão Eletrônico nº 009-2023-Fornec. de lanches p. Secretias-PMBJ.pdf
1439,2023,716566,761157,T. de Ref.-Pregão Eletrônico nº 009-2023-Fornec. de lanches p. Secretias-PMBJ.pdf
1440,2023,716567,761158,corrig.-Edital-Tomada de Preços nº 001-2023-Prest. de serv. de coleta de lixo urbano-PMPL .pdf
1441,2023,716569,761158,CAPA - OK (1).pdf
1443,2023,716571,761158,MEMORIAL DESCRITIVO LIMPEZA 12 MESES.pdf
1444,2023,716572,761158,Art_Limpeza Pedro Laurentino.pdf
1445,2023,716577,761007,EDITAL PREGÃO ELETRONICO SRP 008-2023 EXAMES LABORATORIAIS.pdf
1449,2023,716634,761175,Carta Convite 002 - ornamentação carnaval.pdf
1450,2023,716642,761176,PREGÃO ELETRÔNICO SRP  PASSAGENS AEREAS.pdf
1451,2023,716689,761193,Pregão eletronico 08 -medicamnetos.pdf
1452,2023,716694,761194,PE 009.2023 - locação de máquina.pdf
1453,2023,716732,761207,Edital PE 012-2023 (Aquisição de material de expediente).pdf
1454,2023,716734,761208,Edital PE 013-2023 (Aquisição de Material Permanente).pdf
1455,2023,716739,761211,EDITAL PE 011 SERVIÇO DE INTERNET.pdf
1456,2023,716748,750565,ATA da Sessão Pública PE 006-2023 - Aquisição de Veículo.pdf
1457,2023,716749,750565,Documentos de Habilitação PE 006-2023 - Aq. de Veículo.pdf
1458,2023,716750,750565,Relatórios de Disputa-Classificação e Vendedores PE 006-2023.pdf
1459,2023,716751,750565,Histórico da Sessão PE 006-2023 - Aquisição de Veículo.pdf
1460,2023,732996,782192,edital materiais de construção.pdf
1461,2023,733039,750436,Ata de Abertura e Julgamento - PE 005.2023.pdf
1462,2023,733040,782207,EDITAL PE 06-2023.pdf
1463,2023,733047,782209,Edital  Pregão Eletrônico 007 - 2023 - AQUISIÇÃO DE LANCHES E REFEIÇOES.pdf
1464,2023,733050,761453,ATA PE 002-2023 COMBUSTIVEL FNDE.pdf
1465,2023,733092,761636,ATA TRANSPORTE ESCOLAR.pdf
1466,2023,733105,782224,Tomada de Prec¸os nº 003-2023 - Edital.pdf
1468,2023,733126,782226,EDITAL CONCORRÊNCIA ELETRÔNICA Nº 001-2023 - CONSTRUÇÃO CRECHE PADRÃO FNDE.pdf
1469,2023,733127,782226,MEMORIALDESCRITIVO.pdf
1470,2023,733129,782226,Planiha Orçamentária.pdf
1472,2023,733133,782226,JORNAL MEIO NORTE.pdf
1473,2023,733139,782192,EDITAL - PROC 031 PREGÃO ELETRONICO 006 EDITAL PEMB 015_2023 - materiais de construções (2).pdf
1474,2023,733172,782241,CP011.2023 - EDITAL.pdf
1475,2023,733174,761334,ATA DE SESSÃO-PE 004.pdf
1476,2023,733179,782243,EDITAL pregao consultas oftalmolo.pdf
1477,2023,733181,782243,EDITAL pregao consultas oftalmolo.pdf
1478,2023,733184,772179,RETIFICADO-Edital-Pregão Eletrônico nº 004-2023-CMP-Prest. de serv. de transm. de sinal.-CMP .pdf
1479,2023,733191,772062,RETIFICADO-Edital-Pregão Eletrônico nº 001-2023-CMP-prest. de serv. imprensa-CMP.pdf
1480,2023,733231,782258,Edital-PMPVS-PE 012-2023.pdf
1482,2023,733243,782260,LOTE I - AMPLIAÇÃO ESCOLA.pdf
1483,2023,733244,782260,LOTE II - REFORMA ESCOLA.pdf
1484,2023,733245,782260,PUBLICAÇÕES RDC 001.2023.pdf
1485,2023,733263,771847,RelAtaEletronica (3).pdf
1486,2023,733264,771847,2_ATA RP.pdf
1487,2023,733275,782207,Publicacao_PE_06_2023.pdf
1488,2023,733321,782273,EDITAL - CARTA CONVITE - 004_2023 - PRAÇA - COMPLETO.pdf
1490,2023,733331,761700,ATA TOMADA DE PREÇOS 001-2023.pdf
1491,2023,733329,782275,CHM. PÚBLICA Nº 002-2023- EDITAL - GÊNEROS DA AGR. FAMILIAR.pdf
1493,2023,733332,782275,DM_4776_254_Elesbao_Veloso_Decreto_30701-23_pag_148.pdf
1494,2023,733333,782275,document.pdf
1497,2023,733344,782277,EDITAL C. 013-2023 - VICINAL BATALHA - ASSINADO (1).pdf
1498,2023,733345,782277,drive-download-20230310T150128Z-001.zip
1499,2023,733352,761266,doc02913420230310105246.pdf
1500,2023,733391,782290,EDITAL PE 05 2023.pdf
1502,2023,733423,761619,AtaSessaoDisputa_Parte1-1_20230227124430168.pdf
1503,2023,733425,761870,AtaSessaoDisputa_Parte1-1_20230307084029196.pdf
1504,2023,733426,761870,AtaSessaoAdjudicacao_Parte1-1_20230307120935679.pdf
1505,2023,733427,761870,AtaHomologacao20230308143021555.pdf
1506,2023,733429,761870,PropostasProcesso_84ef3544-f90a-4d29-8114-b5f45b5abf48.pdf
1507,2023,733430,761870,ATA DE RP 011.2023- POÇOS.pdf
1508,2023,733450,782260,EDITAL RDC 001-2023.pdf
1509,2023,733464,782056,11 EDITAL_ _ OK.pdf
1510,2023,733466,782058,13 EDITAL - PÃES_ _ OK.pdf
1511,2023,733478,782326,Edital Pregão Eletrônico PE nº 002.2023 Cesta Basica - Site.pdf
1513,2023,733497,782307,EDITAL PE 014-2023.pdf
1514,2023,733545,782341,EDITAL PREG ELET SRP 008-2023 AQUISIÇÃO PEÇAS.pdf
1516,2023,733547,782341,Extrato de publicação RETIFICAÇÃO DATA ABERTURA PREG ELET 008-2023 - BNC.pdf
1518,2023,733549,771913,Ata de Realização - Pregão Eletrônico nº 05-2023.pdf
1519,2023,733550,771913,SEI_TJPI - 4074429 - Análise.pdf
1520,2023,733551,771913,Termo de Homologação.pdf
1521,2023,733559,782343,TP 002.2023 PEÇAS SMSSFA.pdf
1523,2023,733592,782358,PE 015.2023 - Tombamento.pdf
1525,2023,733599,761219,PUBLI ATA DE REALIZAÇÃO DO PREGÃO ELETRÔNICO.pdf
1526,2023,733605,761817,PROPOSTA AJUSTADA - PALMIRA DISTRIBUIDORA DE UTILIDADES DOMESTICAS LTDA.pdf
1527,2023,733607,761817,PROPOSTA AJUSTADA - C J FREITAS DE SAMPAIO EIRELI-EPP.pdf
1528,2023,733612,782360,EDITAL CARTA ROÇO MANUAL.pdf
1529,2023,733613,761302,Prefeitura Municipal de Santo Antonio de Lisboa (7) (1).pdf
1530,2023,733620,782324,6-EDITAL_PE_0182023_PMMH.pdf
1531,2023,733634,782375,Edital Prega~o 007 - Radio.pdf
1532,2023,733637,782377,EDITAL RDC 002_2023.pdf
1536,2023,733645,782309,10 EDITAL_ _ OK.pdf
1537,2023,733653,782309,VISTORIA.pdf
1538,2023,733669,771864,EDITAL PE 006-2023 - TRANSPORTE ESCOLAR.pdf
1539,2023,733670,771864,ROTAS DO TRANSPORTE ESCOLAR GUARIBAS - OFICIAL.pdf
1543,2023,733698,782292,10 EDITAL_ _ OK.pdf
1544,2023,733705,782392,EDITAL PREGÃO ELETRÔNICO-SRP Nº 007_2023_GE^NEROS PERECI´VEIS.pdf
1545,2023,733708,771913,Ata de Registro de Preços nº 05-2023.pdf
1546,2023,733709,771913,Publicação - Extrato da ARP.pdf
1552,2023,716320,760988,ESTRUTURAL- BLOCO2- 11-12.pdf
1553,2023,716321,760988,ESTRUTURAL- BLOCO2- 12-12.pdf
1554,2023,716322,760988,ESTRUTURAL- BLOCO3- 01-06.pdf
1555,2023,716323,760988,ESTRUTURAL- BLOCO3- 02-06.pdf
1556,2023,716324,760988,ESTRUTURAL- BLOCO3- 03-06.pdf
1557,2023,716325,760988,ESTRUTURAL- BLOCO3- 04-06.pdf
1558,2023,716326,760988,ESTRUTURAL- BLOCO3- 05-06.pdf
1559,2023,716327,760988,ESTRUTURAL- BLOCO3- 06-06.pdf
1560,2023,716328,760988,ESTRUTURAL- BLOCO4- 01-08.pdf
1561,2023,716329,760988,ESTRUTURAL- BLOCO4- 02-08.pdf
1562,2023,716330,760988,ESTRUTURAL- BLOCO4- 03-08.pdf
1563,2023,716331,760988,ESTRUTURAL- BLOCO4- 04-08.pdf
1564,2023,716333,760988,ESTRUTURAL- BLOCO4- 05-08.pdf
1565,2023,716334,760988,ESTRUTURAL- BLOCO4- 06-08.pdf
1566,2023,716335,760988,ESTRUTURAL- BLOCO4- 07-08.pdf
1567,2023,716337,760988,ESTRUTURAL- BLOCO4- 08-08.pdf
1568,2023,716338,760988,ESTRUTURAL- BLOCO5- 01-10.pdf
1569,2023,716339,760988,ESTRUTURAL- BLOCO5- 02-10.pdf
1570,2023,716341,760988,ESTRUTURAL- BLOCO5- 03-10.pdf
1571,2023,716342,760988,ESTRUTURAL- BLOCO5- 04-10.pdf
1572,2023,716343,760988,ESTRUTURAL- BLOCO5- 05-10.pdf
1573,2023,716344,760988,ESTRUTURAL- BLOCO5- 06-10.pdf
1574,2023,716345,760988,ESTRUTURAL- BLOCO5- 07-10.pdf
1575,2023,716346,760988,ESTRUTURAL- BLOCO5- 08-10.pdf
1576,2023,716347,760988,ESTRUTURAL- BLOCO5- 09-10.pdf
1577,2023,716348,760988,ESTRUTURAL- BLOCO5- 10-10.pdf
1578,2023,716349,760988,ESTRUTURAL- BLOCO6- 01-06.pdf
1579,2023,716351,760988,ESTRUTURAL- BLOCO6- 02-06.pdf
1580,2023,716352,760988,ESTRUTURAL- BLOCO6- 03-06.pdf
1581,2023,716353,760988,ESTRUTURAL- BLOCO6- 04-06.pdf
1582,2023,716355,760988,ESTRUTURAL- BLOCO6- 05-06.pdf
1583,2023,716356,760988,ESTRUTURAL- BLOCO6- 06-06.pdf
1584,2023,716357,760988,ESTRUTURAL- CIRCULAÇÃO- 01-03.pdf
1585,2023,716358,760988,ESTRUTURAL- CIRCULAÇÃO- 02-03.pdf
1586,2023,716359,760988,ESTRUTURAL- CIRCULAÇÃO- 03-03.pdf
1587,2023,716360,760988,ESTRUTURAL- CIRCULAÇÃO2- 01-03.pdf
1588,2023,716361,760988,ESTRUTURAL- CIRCULAÇÃO2- 02-03.pdf
1589,2023,716362,760988,ESTRUTURAL- CIRCULAÇÃO2- 03-03.pdf
1590,2023,716363,760988,ESTRUTURAL QUADRA -01-08.pdf
1591,2023,716364,760988,ESTRUTURAL QUADRA -02-08.pdf
1592,2023,716365,760988,ESTRUTURAL QUADRA -03-08.pdf
1593,2023,716366,760988,ESTRUTURAL QUADRA -04-08.pdf
1594,2023,716368,760988,ESTRUTURAL QUADRA -05-08.pdf
1595,2023,716369,760988,ESTRUTURAL QUADRA -06-08.pdf
1596,2023,716371,760988,ESTRUTURAL QUADRA -07-08.pdf
1597,2023,716372,760988,ESTRUTURAL QUADRA -08-08.pdf
1598,2023,716373,760988,INSTALAÇÕES 1-06.pdf
1599,2023,716374,760988,INSTALAÇÕES 02-06.pdf
1600,2023,716375,760988,INSTALAÇÕES 03-06.pdf
1601,2023,716376,760988,INSTALAÇÕES 04-06.pdf
1602,2023,716377,760988,INSTALAÇÕES 05-06.pdf
1603,2023,716378,760988,INSTALAÇÕES 06-06.pdf
1604,2023,716379,760988,MAPA DE LOCALIZAÇÃO.pdf
1605,2023,716380,760988,MURO. 01-04.pdf
1606,2023,716381,760988,MURO. 02-04.pdf
1607,2023,716382,760988,MURO. 03-04.pdf
1608,2023,716383,760988,MURO. 04-04.pdf
1609,2023,716384,760988,QUADRA. 01-04.pdf
1610,2023,716385,760988,QUADRA. 02-04.pdf
1611,2023,716386,760988,QUADRA. 03-04.pdf
1612,2023,716387,760988,QUADRA. 04-04.pdf
1613,2023,716400,761120,06. EDITAL - MATERIAL ELÉTRICO (RETIFICAÇÃO).pdf
1615,2023,716468,761131,EDITAL PP 011 23 PNEUS.pdf
1617,2023,716517,761138,01 - EDITAL CHAMADA PUBLICA N° 01-2023 - AGRICULTURA FAMILIAR.pdf
1619,2023,716519,761138,01 - EDITAL CHAMADA PUBLICA N° 01-2023 - AGRICULTURA FAMILIAR.pdf
1620,2023,716531,761145,TP 002.2023 - Construção Creche Tia Dica.pdf
1621,2023,716533,761145,Documento-para-Licitação-Creche Tia Dica.zip
1626,2023,716562,761156,Edital PE 005-2023.pdf
1627,2023,716576,761070,13 EDITAL - PAVIMENTAÇÃO_ _OK.pdf
1628,2023,716591,761163,"EDITAL PE 004-2023 SERVIÇOS DE LOCAÇÃO PALCO, ESTRUTURA ETC...pdf"
1629,2023,716592,761163,"EDITAL PE 004-2023 SERVIÇOS DE LOCAÇÃO PALCO, ESTRUTURA ETC...pdf"
1630,2023,716661,761181,1 Edital.pdf
1632,2023,716663,761181,Rota Lixo.pdf
1634,2023,716692,760870,PE 007.2023 - Alimentos e Lanches.pdf
1635,2023,716695,761188,8. Edital PE 001-2023.pdf
1636,2023,716696,760752,RelAtaEletronica (3).pdf
1637,2023,716697,761195,EDITAL_PE07.pdf
1638,2023,716698,761195,EDITAL_PE07 (1).pdf
1642,2023,716729,761206,EDITAL PE 006 FRETE DE VEÍCULOS PRONTO.pdf
1643,2023,716731,761195,EDITAL_PE07_.pdf
1644,2023,716733,761195,EDITAL_PE07_ (1).pdf
1645,2023,716744,761213,EDITAL PE 012 RETIFICA DE MOTORES.pdf
1646,2023,716769,761220,corrig.-Edital-Pregão Eletrônico nº 008-2022-Fornec. de material expediente-PMP.pdf
1647,2023,716770,761220,corrig.-T. de Ref.-Pregão Eletrônico nº 008-2022-Fornec. de material expediente-PMP.pdf
1648,2023,716820,761231,EDITAL de adiamento de  licitação PE 004-2023 AQUISIÇÃO DE MEDICAMENTOS.pdf
1649,2023,716822,760920,Prega~o Eletro^nico n 005-2023 - Edital RETIFICADO.pdf
1650,2023,716859,761245,EDITAL PP 14 23 HOSPEDAGEM.pdf
1652,2023,716899,761256,TP nº 002-2023 - pavimentação em paralelepipedo codevasf 919595 - Editall.pdf
1653,2023,714014,760585,Corrg-Termo de Ref.-TP nº 002-2023-PMPP-Prest. de transpo. de mer. e outr-SEDUC 2023-PMPP .pdf
1654,2023,714016,760587,Edital PE  001-2023 - Peças para Máquinas.pdf
1655,2023,714036,760594,Art.pdf
1656,2023,714037,760594,Art Contrato.pdf
1657,2023,714038,760594,Memorial Descritivo.pdf
1658,2023,714039,760594,Especificações Técnicas.pdf
1659,2023,714040,760594,Relatório Fotográfico.pdf
1661,2023,714073,760594,Edital TP 001.2023.pdf
1663,2023,714144,760619,EDITAL DA TP 001.2023.pdf
1664,2023,714145,760619,MEMORIAL PRAÇA JOÃO PEREIRA DA CRUZ.pdf
1669,2023,714158,760619,Praça - Composições com Preço Unitário.pdf
1670,2023,714159,760619,Praça - ORÇAMENTO.pdf
1671,2023,714160,760619,Praça - RESUMO ORÇAMENTO.pdf
1672,2023,714183,750434,Edital PE 003-2023 -  Merenda Escolar - T.R RETIFICADO.pdf
1673,2023,714184,760628,EDITAL_PE05.pdf
1674,2023,714185,760628,EDITAL_PE05 (1).pdf
1675,2023,714193,760630,EDITAL PE N° 002-2023- TREINAMENTO SAMU.pdf
1676,2023,714221,750459,EDITAL RETIFICADO.pdf
1677,2023,714325,760653,10 EDITAL PREGÃO Nº 03-2023 POÇOS.pdf
1678,2023,714326,760655,PE 006.2023 - SRP material de limpeza- ok.pdf
1679,2023,714337,760660,EDITAL CARTA CONVITE 001 2023.pdf
1680,2023,714349,760662,EDITAL.docx.pdf
1683,2023,714387,750568,10 EDITAL COMBUSTÍVEL_ _OK.pdf
1684,2023,714424,760685,PE 002 - 2023 - M DE HIGIENE E LIMPEZA.pdf
1685,2023,714487,760694,Art - 2022-07-11T083502.242.pdf
1686,2023,714488,760694,Art de fiscalização.pdf
1687,2023,714497,760694,Lei nº 118 - 2018 Código Tributário.pdf
1688,2023,714498,760694,DOCUMENTOS ASSINADOS.pdf
1689,2023,714499,760694,Declaração fiscalização - 919659-21.pdf
1690,2023,714500,760694,Declaração.pdf
1691,2023,714501,760694,SIGA23288-02022.pdf
1692,2023,714502,760694,ESPECIFICAÇÕES TÉCNICAS ed 02.pdf
1693,2023,714503,760694,PAV - NÃO DESONERADO-919659-21-NAZARIA.pdf
1694,2023,714504,760694,PAV_PARALEL_919659-21..pdf
1695,2023,714507,760694,TPNA 002_2023.pdf
1696,2023,770708,813563,Edital PE 030-2023 (Ortopedia).pdf
1697,2023,770728,813567,EDITAL TP 002 - 2023 - Prestação de Serviços de Reforma do hospital Municipal.pdf
1699,2023,770770,813572,EDITAL PE 007_2023 AQUISIÇÃO PARCELADA DE MATERIAL DE LIMPEZA E OUTROS.pdf
1700,2023,770773,813572,PE 007_2023 LOTE 01 MATERIAL DE LIMPEZA.pdf
1701,2023,770775,813572,PE 007_2023 LOTE 02 MATERIAL DE HIGIENE E OUTROS.pdf
1702,2023,770782,813574,PE 008.2023 - Refrigeração Automotiva.pdf
1703,2023,770792,792909,68349_Ata.pdf
1705,2023,770801,781986,ATA PREGÃO ELETRÔNICO 04-2023.pdf
1706,2023,770802,781986,ATA REGISTRO DE PREÇO P. E. 04-2023.pdf
1707,2023,770803,781986,EXTRATO CONTRATO P. E. 04-2023.pdf
